student_id,city,city_development_index,gender,relevant_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,job_change
12255,city_75,0.939,Male,True,no_enrollment,Graduate,STEM,20,1000-4999,Pvt Ltd,>4,40,False
23158,city_103,0.92,Male,True,no_enrollment,Graduate,Arts,14,10000+,,2,94,False
23067,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,2,41,False
22223,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,10,1000-4999,NGO,>4,12,False
4860,city_57,0.866,Male,True,no_enrollment,Phd,STEM,20,10000+,Pvt Ltd,>4,61,False
380,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,20,5000-9999,Pvt Ltd,1,110,False
10490,city_21,0.624,,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,26,True
14475,city_114,0.926,,True,no_enrollment,,,>20,1000-4999,Pvt Ltd,never,123,False
10531,city_71,0.884,,True,Part time course,Graduate,STEM,17,10000+,Pvt Ltd,1,184,False
10383,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,>4,66,False
5215,city_115,0.789,Male,True,Full time course,Graduate,STEM,14,10000+,Pvt Ltd,1,130,False
10405,city_103,0.92,Male,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,4,35,False
25798,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,3,12,False
20316,city_149,0.689,Male,True,Full time course,Masters,STEM,10,5000-9999,Pvt Ltd,1,9,False
10236,city_114,0.926,,False,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,5,False
23720,city_65,0.802,Male,True,no_enrollment,Graduate,STEM,17,1000-4999,Pvt Ltd,2,90,False
10094,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,10,1000-4999,Public Sector,>4,24,False
32500,city_21,0.624,,True,no_enrollment,Masters,STEM,18,5000-9999,NGO,4,80,True
28110,city_103,0.92,Female,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,57,False
9951,city_103,0.92,,True,Part time course,Graduate,STEM,16,1000-4999,NGO,1,152,False
169,city_98,0.949,,True,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,,62,False
26326,city_103,0.92,Female,True,Part time course,Graduate,STEM,15,10000+,Other,>4,65,True
25667,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Other,>4,28,False
7660,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,27,False
6190,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,16,False
27729,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,10,5000-9999,Other,1,172,False
26044,city_99,0.915,Male,True,Full time course,High School,,10,10000+,Pvt Ltd,1,89,False
32069,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,102,False
11244,city_36,0.893,Male,True,no_enrollment,Masters,STEM,20,5000-9999,Public Sector,2,15,False
20972,city_103,0.92,Male,True,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,37,False
1743,city_36,0.893,Male,True,no_enrollment,Masters,Business Degree,>20,1000-4999,Pvt Ltd,never,133,False
32109,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,5000-9999,NGO,4,36,False
7371,city_103,0.92,Male,False,no_enrollment,Phd,STEM,14,1000-4999,Pvt Ltd,1,15,False
24907,city_76,0.698,Male,True,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,4,66,False
20311,city_75,0.939,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,42,False
1147,city_103,0.92,Other,False,Full time course,Graduate,STEM,11,5000-9999,Pvt Ltd,1,16,False
10415,city_75,0.939,Female,True,no_enrollment,Masters,STEM,>20,1000-4999,,1,56,False
2328,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,13,1000-4999,Pvt Ltd,1,114,False
6780,city_46,0.762,Male,True,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,3,77,True
2363,city_75,0.939,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,302,True
24750,city_102,0.804,,True,no_enrollment,Primary School,,>20,10000+,,1,55,False
11747,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,88,False
12822,city_16,0.91,Male,True,Part time course,Phd,STEM,>20,1000-4999,Public Sector,>4,29,False
4143,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,29,False
16078,city_160,0.92,Male,True,no_enrollment,Graduate,STEM,20,10000+,Other,>4,45,False
28558,city_19,0.682,Male,True,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,never,54,True
30217,city_16,0.91,Male,True,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,>4,6,False
11122,city_50,0.896,Male,False,no_enrollment,Graduate,Other,15,5000-9999,Pvt Ltd,1,17,False
2264,city_76,0.698,Male,True,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,2,108,False
24046,city_75,0.939,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,22,False
6542,city_36,0.893,Male,True,no_enrollment,Masters,STEM,17,1000-4999,NGO,1,13,False
13558,city_67,0.855,,True,Full time course,Masters,STEM,10,10000+,Pvt Ltd,1,82,False
6062,city_160,0.92,,True,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,1,22,False
12720,city_16,0.91,Male,True,no_enrollment,High School,,>20,1000-4999,Pvt Ltd,>4,200,True
16686,city_16,0.91,,True,Full time course,Graduate,STEM,14,10000+,Pvt Ltd,never,9,False
29169,city_103,0.92,,True,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,1,56,False
28339,city_36,0.893,Male,True,Part time course,Graduate,STEM,12,5000-9999,Pvt Ltd,2,34,False
18738,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,15,5000-9999,Pvt Ltd,>4,20,False
10786,city_103,0.92,Male,True,no_enrollment,Masters,Humanities,18,5000-9999,Other,>4,52,False
18636,city_11,0.55,Male,True,no_enrollment,Masters,STEM,17,1000-4999,Public Sector,>4,107,False
9931,city_103,0.92,,True,no_enrollment,Graduate,Humanities,>20,1000-4999,Public Sector,>4,234,False
6248,city_53,0.74,,True,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,>4,242,False
28982,city_75,0.939,Male,True,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,3,28,False
17722,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,>4,57,False
2202,city_24,0.698,Male,True,no_enrollment,Masters,STEM,14,1000-4999,Pvt Ltd,>4,29,True
14188,city_7,0.647,Male,True,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,>4,110,False
22111,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,130,False
2121,city_36,0.893,Male,True,no_enrollment,Masters,STEM,12,10000+,Pvt Ltd,1,42,False
26851,city_103,0.92,Male,True,no_enrollment,Masters,STEM,12,10000+,Pvt Ltd,2,36,False
18467,city_40,0.776,Female,True,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,2,25,False
28114,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,10,5000-9999,Pvt Ltd,1,40,False
28525,city_114,0.926,Male,True,no_enrollment,Graduate,STEM,17,5000-9999,Pvt Ltd,>4,3,False
28154,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,16,10000+,Public Sector,>4,17,False
11303,city_114,0.926,Male,True,no_enrollment,Masters,STEM,20,1000-4999,Pvt Ltd,>4,54,False
32361,city_41,0.827,Male,True,no_enrollment,Masters,STEM,15,1000-4999,,1,83,False
4396,city_160,0.92,Male,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,256,False
32774,city_103,0.92,Other,True,no_enrollment,Graduate,STEM,13,5000-9999,Pvt Ltd,1,98,False
25757,city_103,0.92,Male,True,no_enrollment,High School,,>20,1000-4999,Pvt Ltd,2,182,False
4423,city_103,0.92,Male,True,no_enrollment,Graduate,Arts,18,5000-9999,Pvt Ltd,>4,109,False
31641,city_103,0.92,Female,False,Full time course,Masters,STEM,>20,5000-9999,Public Sector,>4,4,False
4149,city_136,0.897,Male,True,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,3,34,False
431,city_103,0.92,,True,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,never,166,False
12863,city_114,0.926,Male,False,Full time course,Masters,STEM,>20,5000-9999,Other,4,108,True
23256,city_103,0.92,Male,True,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,>4,64,False
1917,city_114,0.926,Male,True,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,2,182,False
21665,city_104,0.924,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,18,False
9428,city_36,0.893,Male,False,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,2,47,False
24229,city_114,0.926,Male,True,Full time course,Masters,STEM,11,1000-4999,Public Sector,1,13,False
31954,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,3,58,False
17811,city_64,0.666,Male,True,Full time course,Graduate,STEM,14,10000+,Pvt Ltd,3,258,True
11877,city_73,0.754,Male,False,Part time course,Masters,STEM,10,10000+,Public Sector,2,41,False
6493,city_75,0.939,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,68,False
16795,city_136,0.897,,True,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,>4,282,False
4165,city_103,0.92,Male,False,no_enrollment,Phd,Humanities,>20,1000-4999,Public Sector,2,83,False
31214,city_59,0.775,Male,True,Part time course,Graduate,STEM,10,1000-4999,Pvt Ltd,>4,14,True
21828,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,46,False
23937,city_73,0.754,Male,True,no_enrollment,Graduate,STEM,11,5000-9999,Pvt Ltd,1,90,False
17798,city_23,0.899,Male,True,Part time course,Graduate,STEM,16,10000+,Pvt Ltd,1,82,False
19588,city_21,0.624,Male,True,no_enrollment,Masters,STEM,13,10000+,Pvt Ltd,1,107,True
23922,city_36,0.893,,True,no_enrollment,Phd,Humanities,>20,10000+,Pvt Ltd,>4,11,False
1342,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,10,10000+,Public Sector,>4,166,False
3788,city_103,0.92,Female,True,no_enrollment,Masters,STEM,>20,5000-9999,Other,>4,46,False
30691,city_160,0.92,Male,True,no_enrollment,Graduate,Business Degree,16,5000-9999,Pvt Ltd,never,194,False
14872,city_114,0.926,Male,True,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,1,10,False
3206,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,2,23,False
11192,city_11,0.55,Male,True,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,3,165,True
24767,city_103,0.92,,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,79,False
22851,city_103,0.92,,True,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,1,56,False
17054,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,20,10000+,Pvt Ltd,>4,40,False
11750,city_11,0.55,Male,True,no_enrollment,Graduate,STEM,17,1000-4999,Pvt Ltd,4,13,True
32148,city_103,0.92,Male,True,no_enrollment,Masters,Arts,>20,1000-4999,Pvt Ltd,>4,51,False
6164,city_136,0.897,Male,True,no_enrollment,Masters,No Major,>20,10000+,Pvt Ltd,3,112,False
13521,city_152,0.698,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,,149,False
20138,city_67,0.855,Male,True,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,never,55,False
1903,city_103,0.92,,True,no_enrollment,Masters,STEM,17,10000+,Pvt Ltd,>4,158,False
1823,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,1,57,True
29320,city_16,0.91,Male,False,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,147,False
15003,city_103,0.92,Male,False,no_enrollment,Phd,STEM,11,1000-4999,Pvt Ltd,2,51,False
2839,city_114,0.926,Male,True,Full time course,Masters,STEM,16,5000-9999,Public Sector,2,8,False
23264,city_61,0.913,Male,False,no_enrollment,Phd,STEM,>20,1000-4999,Public Sector,4,78,False
29170,city_103,0.92,Male,True,no_enrollment,,,16,1000-4999,Pvt Ltd,>4,22,False
3199,city_103,0.92,Male,False,no_enrollment,Masters,Humanities,10,1000-4999,NGO,3,16,False
422,city_134,0.698,,False,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,>4,18,False
20452,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,16,1000-4999,Public Sector,4,10,False
12519,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,20,1000-4999,Pvt Ltd,1,44,False
10674,city_100,0.887,Male,True,no_enrollment,Graduate,Arts,20,5000-9999,Pvt Ltd,1,26,False
33183,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,62,False
13079,city_103,0.92,,False,no_enrollment,Masters,Humanities,>20,10000+,Public Sector,4,154,False
21752,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,92,False
24450,city_71,0.884,Male,True,no_enrollment,Graduate,No Major,14,1000-4999,Pvt Ltd,1,96,False
25385,city_103,0.92,,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,24,False
15114,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,10,5000-9999,Pvt Ltd,1,21,False
11370,city_103,0.92,,True,no_enrollment,Graduate,Arts,>20,10000+,Pvt Ltd,1,10,True
31638,city_16,0.91,Male,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,44,False
21086,city_103,0.92,,True,no_enrollment,Masters,STEM,14,10000+,Public Sector,3,55,False
27080,city_83,0.923,,True,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,>4,104,False
27224,city_173,0.878,Other,True,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,2,9,False
21274,city_103,0.92,,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,145,True
1044,city_67,0.855,Male,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,42,False
10492,city_71,0.884,,True,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,25,False
10061,city_103,0.92,Male,True,no_enrollment,Masters,STEM,13,1000-4999,Pvt Ltd,>4,29,False
32869,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,11,1000-4999,Public Sector,>4,92,True
26504,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,11,False
12382,city_21,0.624,,False,Full time course,Masters,STEM,15,1000-4999,Public Sector,3,174,False
28207,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,32,False
19875,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,>4,88,True
29930,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,58,False
2704,city_100,0.887,Male,True,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,4,67,False
1592,city_103,0.92,Male,True,no_enrollment,Phd,STEM,>20,5000-9999,NGO,>4,48,False
11905,city_114,0.926,,True,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,4,40,False
9873,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,4,180,False
28410,city_103,0.92,,True,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,1,36,False
5791,city_75,0.939,Male,False,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,1,30,False
17691,city_114,0.926,Male,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,13,False
11652,city_16,0.91,Male,True,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,>4,56,False
15405,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,2,51,False
11284,city_114,0.926,Male,True,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,1,19,False
32874,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,>4,86,False
4303,city_103,0.92,Male,True,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,43,False
13474,city_21,0.624,Male,True,,Masters,STEM,14,1000-4999,Pvt Ltd,4,56,True
4733,city_103,0.92,Female,True,no_enrollment,Graduate,Humanities,>20,1000-4999,Pvt Ltd,4,96,False
17640,city_71,0.884,Male,True,no_enrollment,Masters,STEM,19,5000-9999,Pvt Ltd,2,46,False
25588,city_165,0.903,Male,False,no_enrollment,Phd,STEM,>20,1000-4999,Public Sector,>4,54,False
2051,city_21,0.624,,True,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,,41,True
6646,city_136,0.897,Male,True,Part time course,Graduate,STEM,10,10000+,Pvt Ltd,1,26,False
8830,city_103,0.92,,True,no_enrollment,Graduate,Humanities,>20,1000-4999,Pvt Ltd,1,30,False
2874,city_41,0.827,,True,Part time course,Masters,,18,10000+,Pvt Ltd,>4,49,True
17003,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,20,10000+,Pvt Ltd,>4,78,False
21180,city_99,0.915,Male,False,no_enrollment,Masters,STEM,15,1000-4999,Public Sector,never,28,False
27092,city_114,0.926,Female,False,Full time course,Graduate,STEM,10,1000-4999,Public Sector,4,28,False
25299,city_136,0.897,,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,64,False
27197,city_16,0.91,Male,False,no_enrollment,Graduate,Humanities,>20,10000+,Pvt Ltd,>4,210,False
25078,city_162,0.767,,True,Full time course,Graduate,STEM,10,1000-4999,Pvt Ltd,1,39,False
1958,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,4,114,True
9220,city_36,0.893,Male,False,no_enrollment,Graduate,Business Degree,19,1000-4999,Pvt Ltd,never,188,False
2920,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,1,153,False
16701,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,29,False
1954,city_61,0.913,Male,True,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,1,218,False
27803,city_75,0.939,Male,True,no_enrollment,Graduate,STEM,16,1000-4999,NGO,1,40,False
26027,city_75,0.939,Male,True,no_enrollment,Phd,STEM,>20,1000-4999,Pvt Ltd,2,27,False
27020,city_103,0.92,Male,True,no_enrollment,Masters,Arts,17,10000+,Pvt Ltd,>4,43,False
10849,city_71,0.884,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,167,False
17273,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,3,18,False
9658,city_114,0.926,Male,True,no_enrollment,High School,,19,1000-4999,Pvt Ltd,>4,122,False
28062,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,NGO,>4,20,False
20908,city_61,0.913,,False,Full time course,Masters,STEM,13,5000-9999,Public Sector,2,6,False
2414,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,never,45,True
18943,city_104,0.924,Male,True,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,4,64,False
13634,city_91,0.691,Male,False,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,2,86,False
27408,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,2,43,False
10684,city_149,0.689,Male,True,no_enrollment,Graduate,STEM,17,1000-4999,Pvt Ltd,,48,False
13133,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,>4,90,False
28527,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,1,46,False
31091,city_71,0.884,Male,True,no_enrollment,Masters,STEM,12,10000+,Pvt Ltd,1,101,False
2779,city_114,0.926,Male,True,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,4,53,False
9767,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,12,5000-9999,Pvt Ltd,1,106,False
13638,city_102,0.804,Male,True,no_enrollment,Masters,STEM,13,1000-4999,Pvt Ltd,3,60,False
84,city_103,0.92,Other,True,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,>4,92,False
30106,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,13,5000-9999,Pvt Ltd,>4,12,False
12652,city_104,0.924,Male,True,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,never,33,False
8716,city_103,0.92,Male,True,no_enrollment,Masters,STEM,12,10000+,Pvt Ltd,1,77,False
26546,city_45,0.89,Male,True,,Graduate,STEM,>20,1000-4999,Pvt Ltd,3,34,False
23417,city_114,0.926,,False,no_enrollment,Masters,STEM,14,1000-4999,Pvt Ltd,2,23,False
5744,city_67,0.855,Male,True,Part time course,High School,,10,1000-4999,Public Sector,1,43,False
14510,city_36,0.893,,True,Full time course,Masters,STEM,>20,1000-4999,,>4,50,False
1181,city_75,0.939,,False,Full time course,Masters,STEM,18,10000+,Pvt Ltd,4,12,False
18144,city_83,0.923,Male,False,no_enrollment,Masters,No Major,15,1000-4999,Pvt Ltd,>4,44,False
491,city_104,0.924,Male,False,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,33,False
2,city_103,0.92,Male,False,no_enrollment,Phd,STEM,15,10000+,NGO,3,128,True
10918,city_103,0.92,Female,True,no_enrollment,Phd,Arts,15,1000-4999,,1,48,False
20699,city_73,0.754,Male,True,no_enrollment,Graduate,STEM,16,5000-9999,Pvt Ltd,3,48,False
5695,city_16,0.91,Male,True,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,1,152,False
25956,city_103,0.92,Male,True,no_enrollment,Graduate,Business Degree,19,10000+,Pvt Ltd,2,91,False
28658,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,never,83,False
18826,city_16,0.91,Female,True,no_enrollment,Graduate,STEM,17,1000-4999,Pvt Ltd,1,3,False
20397,city_114,0.926,,False,no_enrollment,Graduate,STEM,>20,10000+,,>4,62,False
26205,city_103,0.92,Male,True,no_enrollment,Graduate,Humanities,12,10000+,Pvt Ltd,2,72,False
14401,city_123,0.738,,True,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,3,37,False
28438,city_162,0.767,Male,True,no_enrollment,Graduate,STEM,13,1000-4999,Pvt Ltd,>4,68,True
555,city_160,0.92,Male,True,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,4,32,False
26212,city_61,0.913,Male,False,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,124,False
12281,city_14,0.698,Male,True,no_enrollment,Masters,STEM,16,5000-9999,Pvt Ltd,3,135,False
26272,city_75,0.939,Male,True,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,1,33,False
7724,city_103,0.92,Male,True,no_enrollment,Masters,STEM,>20,10000+,,1,38,False
30998,city_103,0.92,,False,Part time course,Graduate,STEM,18,10000+,Pvt Ltd,2,55,False
17813,city_136,0.897,Male,True,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,>4,52,False
32204,city_28,0.939,Male,True,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,1,32,False
9783,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,>4,33,False
18508,city_28,0.939,Male,True,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,>4,7,True
27601,city_114,0.926,Male,True,no_enrollment,Masters,STEM,18,1000-4999,Pvt Ltd,2,112,False
15846,city_103,0.92,Male,True,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,1,29,False
7261,city_73,0.754,Male,True,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,>4,20,False
26761,city_104,0.924,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,65,False
26295,city_61,0.913,Female,True,no_enrollment,Graduate,STEM,12,5000-9999,,1,86,True
4535,city_116,0.743,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,4,56,False
4778,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,>4,85,False
31216,city_114,0.926,Male,True,no_enrollment,Masters,STEM,11,1000-4999,Public Sector,1,22,True
31531,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,12,1000-4999,Pvt Ltd,4,108,False
1221,city_40,0.776,Male,True,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,1,32,False
1625,city_160,0.92,Male,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,32,True
16930,city_114,0.926,Male,True,,Masters,STEM,19,10000+,Pvt Ltd,1,294,False
7972,city_28,0.939,,False,,Graduate,STEM,10,1000-4999,,1,22,False
2966,city_61,0.913,Male,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,50,False
4178,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,22,False
869,city_23,0.899,Male,True,no_enrollment,,,14,1000-4999,Pvt Ltd,2,51,False
2017,city_165,0.903,Male,False,no_enrollment,Masters,Humanities,>20,1000-4999,Pvt Ltd,>4,6,False
27655,city_114,0.926,Male,True,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,1,116,True
26155,city_103,0.92,Female,True,no_enrollment,Graduate,Humanities,17,1000-4999,Pvt Ltd,1,20,False
30288,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,18,1000-4999,Pvt Ltd,>4,8,False
31067,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,18,1000-4999,Pvt Ltd,4,22,False
23729,city_150,0.698,Male,True,no_enrollment,Graduate,STEM,>20,10000+,,>4,35,False
32461,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,>4,135,False
27566,city_103,0.92,Male,True,no_enrollment,Masters,STEM,13,10000+,Pvt Ltd,1,14,False
2997,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,17,10000+,Public Sector,4,74,False
19728,city_114,0.926,Male,False,no_enrollment,High School,,11,10000+,Pvt Ltd,4,52,False
6756,city_136,0.897,Male,False,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,>4,156,False
30786,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,15,1000-4999,Public Sector,3,88,True
33314,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,28,False
21190,city_99,0.915,,True,no_enrollment,Graduate,STEM,12,1000-4999,Pvt Ltd,,20,False
11505,city_16,0.91,,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,80,False
23179,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,32,False
3796,city_28,0.939,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,91,False
26990,city_21,0.624,Male,True,no_enrollment,Masters,STEM,17,1000-4999,Pvt Ltd,1,134,False
26594,city_103,0.92,Male,False,no_enrollment,Phd,STEM,20,1000-4999,Public Sector,1,43,True
587,city_61,0.913,Male,True,no_enrollment,Graduate,Humanities,10,10000+,Pvt Ltd,>4,32,False
